classic_metric,mapped_metric,confidence,score,method,reason,candidate_count,candidates,notes
vs.enabled,,none,0,unmapped,No current Gen3 candidate found,0,[],
vs.state_detail,,none,0,unmapped,No current Gen3 candidate found,0,[],
vsys.key,,none,0,unmapped,No current Gen3 candidate found,0,[],
vsys.name,,none,0,unmapped,No current Gen3 candidate found,0,[],
wf.release.date,,none,0,unmapped,No current Gen3 candidate found,0,[],
wf.version,,none,0,unmapped,No current Gen3 candidate found,0,[],
wip.available,,none,0,unmapped,No current Gen3 candidate found,0,[],
wip.enabled,,none,0,unmapped,No current Gen3 candidate found,0,[],
wip.last_resort,,none,0,unmapped,No current Gen3 candidate found,0,[],
wip.lb_mode,,none,0,unmapped,No current Gen3 candidate found,0,[],
wip.name,,none,0,unmapped,No current Gen3 candidate found,0,[],
wip.state_detail,,none,0,unmapped,No current Gen3 candidate found,0,[],
wip.type,,none,0,unmapped,No current Gen3 candidate found,0,[],
wmi:com_dynatrace_extension_ad_atq,,none,0,unmapped,No current Gen3 candidate found,0,[],
wmi:com_dynatrace_extension_ad_db,,none,0,unmapped,No current Gen3 candidate found,0,[],
wmi:com_dynatrace_extension_ad_dfs,,none,0,unmapped,No current Gen3 candidate found,0,[],
wmi:com_dynatrace_extension_ad_dra,,none,0,unmapped,No current Gen3 candidate found,0,[],
wmi:com_dynatrace_extension_ad_instance,,none,0,unmapped,No current Gen3 candidate found,0,[],
wmi:com_dynatrace_extension_ad_ldap,,none,0,unmapped,No current Gen3 candidate found,0,[],
wmi:com_dynatrace_extension_ad_network,,none,0,unmapped,No current Gen3 candidate found,0,[],
wmi:com_dynatrace_extension_lsa_esent,,none,0,unmapped,No current Gen3 candidate found,0,[],
wmi:com_dynatrace_extension_lsa_ntlm,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.application.ready.time,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.application.started.time,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.disk.free,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.disk.total,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.executor.active,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.executor.completed.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.executor.pool.core,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.executor.pool.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.executor.pool.size,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.executor.queue.remaining,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.executor.queued,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.http.client.requests,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.http.client.requests.active,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.http.server.requests,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.http.server.requests.active,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.jvm.buffer.count.gauge,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.jvm.buffer.memory.used,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.jvm.buffer.total.capacity,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.jvm.classes.loaded,,low,70,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: classes, jvm, loaded",2,"[{""sort_index"": null, ""score"": 70, ""gen3_metric"": ""dt.runtime.jvm.classes.loaded"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: classes, jvm, loaded""}, {""sort_index"": null, ""score"": 68, ""gen3_metric"": ""dt.runtime.jvm.classes.unloaded"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: classes, jvm""}]",Low-confidence candidate retained for review but not selected as mapped_metric
zelle-customer-change.jvm.classes.loaded.count,,low,64,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: classes, jvm, loaded",1,"[{""sort_index"": null, ""score"": 64, ""gen3_metric"": ""dt.runtime.jvm.classes.loaded"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: classes, jvm, loaded""}]",Low-confidence candidate retained for review but not selected as mapped_metric
zelle-customer-change.jvm.classes.unloaded.count,,low,66,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: classes, jvm, unloaded",1,"[{""sort_index"": null, ""score"": 66, ""gen3_metric"": ""dt.runtime.jvm.classes.unloaded"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: classes, jvm, unloaded""}]",Low-confidence candidate retained for review but not selected as mapped_metric
zelle-customer-change.jvm.compilation.time.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.jvm.gc.concurrent.phase.time,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.jvm.gc.live.data.size,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.jvm.gc.max.data.size,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.jvm.gc.memory.allocated.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.jvm.gc.memory.promoted.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.jvm.gc.overhead,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.jvm.gc.pause,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.jvm.info,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.jvm.memory.committed,,low,67,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: committed, jvm, memory",1,"[{""sort_index"": null, ""score"": 67, ""gen3_metric"": ""dt.runtime.jvm.memory_pool.committed"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: committed, jvm, memory""}]",Low-confidence candidate retained for review but not selected as mapped_metric
zelle-customer-change.jvm.memory.max,,low,66,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: jvm, max, memory",1,"[{""sort_index"": null, ""score"": 66, ""gen3_metric"": ""dt.runtime.jvm.memory.max"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: jvm, max, memory""}]",Low-confidence candidate retained for review but not selected as mapped_metric
zelle-customer-change.jvm.memory.usage.after.gc,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.jvm.memory.used,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.jvm.threads.daemon,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.jvm.threads.live,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.jvm.threads.peak,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.jvm.threads.started.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.jvm.threads.states,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.app.info.start.time.ms,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.commit.sync.time.ns.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.committed.time.ns.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.connection.close.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.connection.close.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.connection.count.gauge,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.connection.creation.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.connection.creation.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.connections,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.assigned.partitions,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.commit.latency.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.commit.latency.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.commit.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.commit.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.failed.rebalance.rate.per.hour,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.failed.rebalance.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.heartbeat.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.heartbeat.response.time.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.heartbeat.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.join.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.join.time.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.join.time.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.join.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.last.heartbeat.seconds.ago,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.last.rebalance.seconds.ago,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.partition.assigned.latency.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.partition.assigned.latency.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.partition.lost.latency.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.partition.lost.latency.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.partition.revoked.latency.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.partition.revoked.latency.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.rebalance.latency.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.rebalance.latency.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.rebalance.latency.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.rebalance.rate.per.hour,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.rebalance.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.sync.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.sync.time.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.sync.time.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.coordinator.sync.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.failed.authentication.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.failed.authentication.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.failed.reauthentication.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.failed.reauthentication.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.fetch.manager.bytes.consumed.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.fetch.manager.bytes.consumed.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.fetch.manager.fetch.latency.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.fetch.manager.fetch.latency.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.fetch.manager.fetch.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.fetch.manager.fetch.size.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.fetch.manager.fetch.size.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.fetch.manager.fetch.throttle.time.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.fetch.manager.fetch.throttle.time.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.fetch.manager.fetch.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.fetch.manager.preferred.read.replica,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.fetch.manager.records.consumed.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.fetch.manager.records.consumed.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.fetch.manager.records.lag,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.fetch.manager.records.lag.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.fetch.manager.records.lag.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.fetch.manager.records.lead,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.fetch.manager.records.lead.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.fetch.manager.records.lead.min,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.fetch.manager.records.per.request.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.incoming.byte.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.incoming.byte.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.io.ratio,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.io.time.ns.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.io.time.ns.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.io.wait.ratio,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.io.wait.time.ns.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.io.wait.time.ns.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.last.poll.seconds.ago,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.network.io.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.network.io.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.node.incoming.byte.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.node.incoming.byte.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.node.outgoing.byte.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.node.outgoing.byte.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.node.request.latency.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.node.request.latency.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.node.request.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.node.request.size.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.node.request.size.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.node.request.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.node.response.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.node.response.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.outgoing.byte.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.outgoing.byte.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.poll.idle.ratio.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.request.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.request.size.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.request.size.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.request.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.response.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.response.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.select.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.select.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.successful.authentication.no.reauth.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.successful.authentication.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.successful.authentication.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.successful.reauthentication.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.successful.reauthentication.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.time.between.poll.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.consumer.time.between.poll.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.batch.size.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.batch.size.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.batch.split.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.batch.split.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.buffer.available.bytes,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.buffer.exhausted.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.buffer.exhausted.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.buffer.total.bytes,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.bufferpool.wait.ratio,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.bufferpool.wait.time.ns.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.compression.rate.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.connection.close.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.connection.close.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.connection.count.gauge,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.connection.creation.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.connection.creation.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.connections,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.failed.authentication.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.failed.authentication.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.failed.reauthentication.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.failed.reauthentication.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.flush.time.ns.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.incoming.byte.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.incoming.byte.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.io.ratio,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.io.time.ns.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.io.time.ns.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.io.wait.ratio,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.io.wait.time.ns.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.io.wait.time.ns.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.metadata.age,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.metadata.wait.time.ns.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.network.io.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.network.io.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.node.incoming.byte.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.node.incoming.byte.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.node.outgoing.byte.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.node.outgoing.byte.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.node.request.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.node.request.size.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.node.request.size.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.node.request.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.node.response.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.node.response.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.outgoing.byte.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.outgoing.byte.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.produce.throttle.time.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.produce.throttle.time.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.record.error.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.record.error.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.record.queue.time.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.record.queue.time.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.record.retry.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.record.retry.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.record.send.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.record.send.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.record.size.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.record.size.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.records.per.request.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.request.latency.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.request.latency.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.request.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.request.size.avg,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.request.size.max,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.request.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.requests.in.flight,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.response.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.response.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.select.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.select.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.successful.authentication.no.reauth.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.successful.authentication.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.successful.authentication.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.successful.reauthentication.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.successful.reauthentication.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.topic.byte.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.topic.byte.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.topic.record.error.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.topic.record.error.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.topic.record.retry.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.topic.record.retry.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.topic.record.send.rate,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.topic.record.send.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.txn.abort.time.ns.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
zelle-customer-change.kafka.producer.txn.begin.time.ns.total.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
